author,date,text
NancyforTrump,2020-11-01 15:25:41,"RT @prayingmedic: The private phone numbers and emails of Obama cabinet members, Joe Biden, and his secret service detail were protected by…"
SayangRe,2020-11-01 15:25:41,RT @mehdirhasan: Did the interviewer immediately respond “there is no ‘after the election’ until all the voters are counted and certified”?
Janis454,2020-11-01 15:25:41,https://t.co/6MG3ytXxKK
BMoonan,2020-11-01 15:25:41,"RT @mehrdadnegahban: @mmurraypolitics Biden will be declared the WINNER at 11pm Tuesday
He needs AZ results not PA, NC or FL
Trump will res…"
ModerateWill,2020-11-01 15:25:41,"@PhilippeOrdenes @kylea330v2 @brianneDMR @Danny_Funaro No. Biden doesn't need GA, NC or AZ. If he wins MI, WI and P… https://t.co/ZyR1JKlMSW"
mikewachowiak,2020-11-01 15:25:41,"RT @StevePasquale: All votes made or post marked by Election Day should get counted no matter how long it takes. 

Arguing against that is…"
hardunkichud_d,2020-11-01 15:25:41,"RT @realCCrump: IT'S TIME TO TAKE BACK THE CULTURE.

We are currently three days from the Presidential Election, and it's time for Trump to…"
djpaintles,2020-11-01 15:25:41,RT @ScottAdamsSays: You would have to believe the Fine People Hoax is true to conclude that Biden has better character than Trump. If you k…
CindyTakaht,2020-11-01 15:25:42,RT @RutherfordRocks: Donald Trump pays more attention to Hunter Biden than he pays taxes to the United States government.
PriscillaLoria,2020-11-01 15:25:42,RT @TomFitton: Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad https://t.co/Mgij7D4DsO via @nypost
KenLee50769737,2020-11-01 15:25:41,@AMarch4OurLives @davidhogg111 Every segregation law in the American South from 1880s to 1950s was passed by democr… https://t.co/bRuD9WJsES
MartoonR,2020-11-01 15:25:41,"Nah, it's just Joe Biden doing what Joe Biden does.

That's a quote from Nancy when asked about Biden's behaviour t… https://t.co/HEmyllKYLz"
sanz_md,2020-11-01 15:25:42,"@sriniinpart @count2j @ProudSocialist @JoeBiden So what, small actions of a few. I see worse with some Biden supporters."
Sue02793868,2020-11-01 15:25:42,"RT @GeorgeGartley: Joe LaMuraglia, 52, drove more than 800 miles to Georgia from Massachusetts and waited an hour in line to vote in person…"
GingerJoSpice,2020-11-01 15:25:42,RT @FrankFigliuzzi1: My Sunday morning thought - Pittsburgh Post-Gazette’s endorsement of Trump is really about money over morality: The ma…
ElMichaelLewis,2020-11-01 15:25:42,@JoeBiden Two days until you lose in one of the worst performances of modern politics.
djjazz2018,2020-11-01 15:25:42,"RT @realDonaldTrump: Joe Biden called Black Youth SUPER PREDATORS. They will NEVER like him, or vote for him. They are voting for “TRUMP”."
moh1966omar,2020-11-01 15:25:42,"@realDonaldTrump Hey American, wake up
If America falls into the hands of the Democrats, it is in danger
Vote for T… https://t.co/kRdWy3hLA7"
SplatZip,2020-11-01 15:25:41,https://t.co/E4rUpwMmS0
Chizzle623,2020-11-01 15:25:42,RT @nypost: Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad https://t.co/ZYP8oyu2pi https://t.co/Hcgi…
IZHABBENIN_NOW,2020-11-01 15:25:42,"RT @ZibaLady1: Joe Biden keeps saying he has released his Taxes. Well, here is how the #BidenCrimeFamiIy operates &amp; hides their money laund…"
rebecca06287691,2020-11-01 15:25:42,RT @itsJeffTiedrich: imagine that a bunch of dipshits tried to run a Trump bus off the road. Trump would be melting the fuck down on twitte…
gilmourrockson,2020-11-01 15:25:42,RT @hodgetwins: We salute the Patriots in Texas escorting the Biden/Harris bus the hell outta town.
FFetus0001,2020-11-01 15:25:42,RT @kim_shattles: @JoeBiden A vote for you us a vote for China not Americans
TeresaMac2009,2020-11-01 15:25:42,"RT @PhilipRucker: “We’re in for a whole world of hurt."" Fauci offers blunt assessment of Trump’s pandemic response, discusses diminished ro…"
msygolf,2020-11-01 15:25:42,"RT @funder: ""Joe Biden is my brother. I love Joe Biden. And he will be a great president."" President Obama in Flint #FootballFansForBiden"
phuutrann,2020-11-01 15:25:42,$35k model 3 happening 👀
LindaLouWhoH,2020-11-01 15:25:42,"@kayleighmcenany @realDonaldTrump Philadelphia Pennsylvania paper endorses Biden
#TrumpUnfitForOffice… https://t.co/WWFS22CmU1"
RawGov,2020-11-01 15:25:42,"@txquila1 @IvankaTrump Should be, over 2 million would be dead under Biden."
thomas_embleton,2020-11-01 15:25:42,"RT @FrankFigliuzzi1: I’m glad @FBI is looking at this, but where is Texas law enforcement??"
Valynn286,2020-11-01 15:25:42,"RT @JRubinBlogger: I'm not crying, YOU'RE CRYING"
AndyCheng22,2020-11-01 15:25:42,"RT @HimalayaNewYork: 亨特拜登郵件揭示了NBA和中共的關係
A Hunter Biden Email Reveals the CCP-NBA Affiliation #亨特拜登 #NBA #中共 https://t.co/Fi6iUoTnMI"
zachsmomkrn,2020-11-01 15:25:42,@mlramirezyc @the_resistor @HKrassenstein @LaneZane1 @realDonaldTrump @JoeBiden This!! ☝🏼☝🏼
jncrite,2020-11-01 15:25:42,RT @isAfighter1818: Exclusive — Kevin McCarthy: ‘Scariest Thing I Can Think of Is a Biden Presidency’  https://t.co/eeyKuuRnqf
rick_maddox,2020-11-01 15:25:42,RT @BlueSky_Report: Evil &amp; Duplicitous: Hunter Biden is the Chairman of a 'Child Abuse Foundation': Beau Biden Foundation for the Protectio…
SocratesSnow,2020-11-01 15:25:42,@mollycol1028 @the_resistor @realDonaldTrump @JoeBiden The left never ever condoned looting. So you can shut up wit… https://t.co/vZPKfK05kO
BKrivatsy,2020-11-01 15:25:42,"RT @NoTeamsIndy: C3d. Black/Hispanic turnout varies WIDELY between states in early vote, but in FL/PA Dem officials worry % not as high as…"
Naelanono1999,2020-11-01 15:25:42,"RT @MrMoeOthman: Dear Black &amp; Hispanic community, 

I understand that some of Trump’s base supports are racist. 

But if you think the rich…"
Bwalkercox,2020-11-01 15:25:42,"RT @subschneider: @realDonaldTrump @JoeBiden wants to destroy the economy so we can surrender to China. 

China has paid for #QuidProJoe…"
RhallMadl,2020-11-01 15:25:42,"RT @catturd2: Besides a few good shows - @FoxNews is doing everything they can to get Joe Biden elected. 

Especially with their laughable…"
Kellblog,2020-11-01 15:25:42,RT @BillPascrell: Here’s our impeached executive tonight endorsing vigilante violence. 247 of 248 republicans in congress voted to keep thi…
GEanalyst,2020-11-01 15:25:42,RT @vicksiern: Read and retreat https://t.co/uKvxUolDgR
pollsofpolitics,2020-11-01 15:25:42,"RT @pollsofpolitics: Would you like to know if @JoeBiden had anything to do with his son #Hunter's supposed money laundering scheme??

Plea…"
Felix_Manyindo,2020-11-01 15:25:42,"RT @realDonaldTrump: Joe Biden called Black Youth SUPER PREDATORS. They will NEVER like him, or vote for him. They are voting for “TRUMP”."
dicus6,2020-11-01 15:25:42,I like the snap polls... I really don't like polls though... It's just me. Get out and vote in person!
HeathHall78,2020-11-01 15:25:42,@JWeber988 @JoeBiden You mean the same lady that falsely accused a man to destroy his family and life over a open s… https://t.co/N3TzBom4Bq
1rishinfidel,2020-11-01 15:25:42,"RT @realDonaldTrump: Joe Biden has been a disaster for African Americans and Hispanic Americans—I am fighting for citizens of every race, c…"
gjburkhart,2020-11-01 15:25:42,"RT @KamVTV: Question of the Day for Joe Biden

Don’t you wish now you’d thought about building a ground game?"
swterry91,2020-11-01 15:25:42,RT @rising_serpent: A vote for Joe Biden is a vote for never-ending shutdowns.
SBelle1950,2020-11-01 15:25:42,RT @IngrahamAngle: If Biden wins he’ll be one of the weakest presidents in U.S. history. Because he’s a puppet who owes his power to billio…
vauxhall23,2020-11-01 15:25:42,"RT @MatthewJshow: @JoeBiden Would you consider selling out America a crisis?

Think China."
spearmanlew,2020-11-01 15:25:42,"@EinekleineTweet @KyleKulinski In a way, he needs it more than Biden does.  When he won it in 16 that was when pund… https://t.co/EhQw3VfUhR"
Apeland2,2020-11-01 15:25:42,@Trump_owo @JoeBiden Wut
zeroworldviews,2020-11-01 15:25:42,"RT @prayingmedic: Boat parades?
Thousands of pro-Trump vehicles on freeways?
Trump rally attendance?
Compare with turn out at Biden rallies…"
Apri1nParis,2020-11-01 15:25:42,"RT @catturd2: Where is Joe Biden going to go and scream at 8 people standing in circles, today?"
SilverPatriot1,2020-11-01 15:25:42,"RT @JonathanTurley: I am mystified by the emergence of the Democratic Party as an anti-free speech party.  Yet, days after various Democrat…"
DCinLTown,2020-11-01 15:25:42,"RT @BigFish3000: We will never have another ⁦@realDonaldTrump⁩. 
#WellPlayed 

Donald Trump Plays ‘Creepy’ Halloween Joe Biden and Kamala H…"
drabtkk,2020-11-01 15:25:42,"RT @nypost: Protesters bring horse to AG Bill Barr's house, demand he lock up Joe Biden https://t.co/k7rTHfDru7 https://t.co/WlhjhioACm"
LBosmenierPMC,2020-11-01 15:25:42,"RT @RL9631: VOTE for Donald J. Trump. 🇺🇸
Biden-Sanders manifesto mimics Stalin’s Soviet 1936 Constitution. 
It’s not about your feelings if…"
askshellybeth,2020-11-01 15:25:42,RT @seanhannity: Biden Campaign Staffer Introduces Kamala Harris as ‘the Next President of the United States’ https://t.co/hYDHJdsSyU
RightParent,2020-11-01 15:25:42,"RT @kayleighmcenany: First time in nearly 40 YEARS...

Pittsburgh Post-Gazette endorses a Republican - President @realDonaldTrump‼️

“This…"
pb475505,2020-11-01 15:25:42,RT @TheRickWilson: I join ⁦@reedgalen⁩ ⁦@stuartpstevens⁩ and ⁦@SteveSchmidtSES⁩ on the pages of ⁦@USATODAY⁩ with some closing thoughts on t…
crankycomic,2020-11-01 15:25:42,"RT @ACLU: This is not Donald Trump’s America.

It’s not Joe Biden’s America.

It’s not ANY politician’s America.

It’s ours, and we are wor…"
bananat128,2020-11-01 15:25:42,RT @HKrassenstein: Trump has spent 4 years trying to make himself great at the expense of America.  Joe Biden will actually make America gr…
debbiebeil,2020-11-01 15:25:42,Love you guys and gals!!!
Snigglewhip,2020-11-01 15:25:42,A useful reminder that fat-mouthed talking heads do not represent journalism in all its diversity in 🇺🇸. There are… https://t.co/CQXki5dcnq
andyoval,2020-11-01 15:25:42,"RT @afneil: The Iowa Poll is gold standard for statewide polling in US. Last night it put Trump on 48%, Biden on 41%. Des Moines Register s…"
KeelerSlappy,2020-11-01 15:25:42,They were probably supportive of this.
ChadMcCoury,2020-11-01 15:25:42,@El_patoman420 @TravisMT81 @Andy @realDonaldTrump I just read the entire article you linked. Where did Biden call b… https://t.co/4r9Uyb537S
mdonaldharris,2020-11-01 15:25:42,Worthy read.
JohnHof79081215,2020-11-01 15:25:42,"@realDonaldTrump You lie.

https://t.co/Jn06ozYEXV"
Mimi38760907,2020-11-01 15:25:42,"RT @catturd2: Where is Joe Biden going to go and scream at 8 people standing in circles, today?"
randylay4,2020-11-01 15:25:42,@ICEINTERN @JoeBiden @Franklin_Graham @mchooyah
Jbana60,2020-11-01 15:25:43,"RT @FloridaSharkman: There are 33 competitive House races to track Tuesday as Democrats will likely lose House majority , that’s my take ,…"
