author,date,text
FayeJon11588950,2020-10-31 09:24:36,RT @hdsrob: Yay Ashley!!! So proud of you. Confession is so good for the soul 💪🏼🙏🤣👍🏼
naramore_david,2020-10-31 09:24:36,RT @KimStrassel: Strassel: Media Caused Problem For Biden By Not Investigating Him In The Primaries  https://t.co/oxI9N2gSeE
Gsusluvme,2020-10-31 09:24:36,"Conservative group behind ""Stand your ground"" laws was forming plans to keep Trump in the White House, regardless o… https://t.co/Kq1iav7a8F"
The_Wizard_Me,2020-10-31 09:24:36,"RT @Millie__Weaver: Exclusive footage! 

Leftist protest groups plot election day coup aided by the Democrat Party, Federal employees &amp; Int…"
Irony_Meter,2020-10-31 09:24:36,"As America hits another all time record for deaths and cases of Covid, @realDonaldTrump pretends he cares about the… https://t.co/GQaKKuJPXx"
faithnotfear33,2020-10-31 09:24:36,"RT @realDonaldTrump: Suburban Women are trending strongly to our campaign because they want SAFETY, SECURITY, and love the fact that I term…"
KathyLy99960917,2020-10-31 09:24:36,RT @Supermansings: Direct link to @11thHour clip.  I look ok (and an) PISSED in this pic. https://t.co/fJOVq6x8GD via @MSNBC
turner2121,2020-10-31 09:24:36,"RT @ChuckRossDC: Looks like Biden, thanks to an incurious media, will avoid answering before the election:

*If he supports court packing
*…"
take_back_usa,2020-10-31 09:24:36,"Tyrannical state government - vote them out, Minnesota."
America19931424,2020-10-31 09:24:36,Trump will lash out if he loses — but he and his fans will be bigger crybabies if they win https://t.co/qNpvllFKRq via @Yahoo
TBanditcool,2020-10-31 09:24:36,"@ChrisBreizh1 @christine_kelly Trump fait pas la guerre mais les US sont au bord de la guerre civile.
Il protège se… https://t.co/Vg9YfW0P3W"
Charles59177374,2020-10-31 09:24:36,RT @th3j35t3r: #FLASHLOL - Madame Tussauds in Berlin dumps Trump before U.S. election. Attached is a still capture from the video in the ar…
SecureRob,2020-10-31 09:24:36,"RT @charliekirk11: Would Democrat cities be boarding up businesses and preparing for riots if Joe Biden were actually up 14 points?

🤔"
65alyson,2020-10-31 09:24:36,"RT @HKrassenstein: African American superstar Lebron James tells people to vote and Trump supporters say ""shut up and dribble""

Retired whi…"
dkdancel,2020-10-31 09:24:36,"RT @Mike_Pence: When Joe Biden was Vice President, we saw a steady assault on Religious Freedom &amp; they even hauled a group of nuns into fed…"
masondc886,2020-10-31 09:24:36,"RT @vanOnselenP: The United States has broken the record for daily coronavirus cases...100,000 in one day. Yet Donald Trump says they are d…"
JailHillaryMAGA,2020-10-31 09:24:36,"So.... If this is the ""youth vote"" number; I'm extremely optimistic on the final number!!"
VIKBataille,2020-10-31 09:24:36,RT @realDonaldTrump: Biden wants the biggest Tax Increase in the history of our Country!
The_RunicKnight,2020-10-31 09:24:36,RT @GrumpyCatterman: The irony of a Biden talking about integrity. https://t.co/NSo28rHYZ3
HanneNabintuHer,2020-10-31 09:24:36,RT @TeamTrump: President @realDonaldTrump: We are not just running against Joe Biden—we are running against the arrogant far-left political…
ItsABigMess,2020-10-31 09:24:36,"RT @DonaldJTrumpJr: 🚨🚨🚨
Venezuelan dictator Nicolás Maduro is seen praising ""Comrade Biden""  and discussing their friendly 2015 meeting in…"
glennlloydscott,2020-10-31 09:24:36,"RT @vanOnselenP: The United States has broken the record for daily coronavirus cases...100,000 in one day. Yet Donald Trump says they are d…"
JuneHagman,2020-10-31 09:24:36,@jillith_ @ericcervini Nazi - Trump is a Nazi. Just like his grandfather.
JasonWe09808720,2020-10-31 09:24:36,RT @TomFitton: UNMASKING: Biden did it. @JudicialWatch sues for answers on abuse of @GenFlynn and @realDonaldTrump. https://t.co/J9TXM7kwY5
estes1673,2020-10-31 09:24:36,"RT @KatWebheart: Holy shit my entire family is for trump except me.

What do I do with that?!"
muro_,2020-10-31 09:24:37,RT @RealJamesWoods: So Jack Dorsey FINALLY deigned to cease suppressing the fourth largest newspaper in America? All during the last week o…
reckless_life,2020-10-31 09:24:37,"RT @JoyAnnReid: How dare you, Donald. How dare you. Doctors are risking their lives to save the people you are endangering. Try being presi…"
brokendividedl1,2020-10-31 09:24:37,@alfwats09 @thehill @realDonaldTrump Trump literally owes a Germany bank like 50% of his wealth and they've already… https://t.co/Eqt7pOqlJj
BigLeague45th,2020-10-31 09:24:37,"RT @MichaelDeLauzon: REMINDER: The Biden Campaign want you to vote by mail. Joe, Kamala and their spokesperson Simone Sanders want you to v…"
CommentsSarah,2020-10-31 09:24:37,RT @thehill: Twitter users react to bald eagles circling over Biden campaign event in Iowa https://t.co/OxDrSi1zcg https://t.co/O0sSTFiktp
KilmorVal,2020-10-31 09:24:37,"RT @4everaPatriot76: We don’t deserve him, but God sent him to us anyway.

Dont let him down. 

#VOTE #Trump
https://t.co/xajkYRsm1P"
ChrMail,2020-10-31 09:24:37,"RT @JournalistJG: Hear Trump announce his plan to steal the vote count in 10 seconds into this video (RT!)
 
#PennsylvaniaForBiden  #VoteIn…"
60b4b3d7e24c45f,2020-10-31 09:24:37,"RT @BoerboelUK: Keith Ellison only allowed 250 people into President Trumps rally in Minnesota last night, so the Great Man cut it short an…"
fxm9048,2020-10-31 09:24:37,"RT @donwinslow: Dear @realDonaldTrump 

Did you get my memo?"
sigma_tao,2020-10-31 09:24:37,"la divina commedia insegna
donald trump trump_F
IL DOLCE STIL NEW=NUOVO? allocazione memoria KOVID

.....
ILDOLCE N… https://t.co/q3hwSMiTkl"
CarlosDiaz1968,2020-10-31 09:24:37,"RT @TheRealHoarse: Taylor Swift has 87.3 million followers on Twitter - the exact same number as Trump.

This is the first campaign ad she…"
Misslov15,2020-10-31 09:24:37,@kirstiealley Shut the F up TRUMP LOVER🔊🔊🔊🔊🔊🔊
TombstoneJosie,2020-10-31 09:24:37,RT @jat1020: Trump is the  candidate of #WTP and he supports  LAW AND ORDER and our #FREEDOMS!  A vote for Trump is a vote for #AmericaFirs…
EticaConsults,2020-10-31 09:24:37,"RT @PeterEgan6: Wolves, grizzly bears, wolverines &amp; right whales sacrificed to Trump re-election bid https://t.co/AhZmd5HED1"
robin_egg_blue_,2020-10-31 09:24:37,"RT @ericcervini: These Trump supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the ro…"
Djackso1492,2020-10-31 09:24:37,RT @realDonaldTrump: Biden has pledged a staggering 700% increase in refugees from the most dangerous and violent terrorist hot spots on ea…
HDowning113,2020-10-31 09:24:37,RT @RealMattCouch: Someone should tell Joe Biden’s teleprompter guy to take the caps lock off... That guy is yelling every single word...
JennaAlexis1990,2020-10-31 09:24:37,"RT @Stonekettle: How do doctors ""get more money"" if someone dies of COVID-19? 

No. NO. Goddammit. Don't you wave your fucking hands. Don't…"
DarylForsberg,2020-10-31 09:24:37,"RT @HoToddi: Biden REFUSES TO FUND WALL in the most Dangerous area ( northern triangle) Honduras, Guatemala, El Salvador.…"
petreantonpetre,2020-10-31 09:24:37,RT @kaitlancollins: President Trump wraps his speech in front of a 250-person Minnesota crowd after just 21 minutes.
NSADaughter,2020-10-31 09:24:37,RT @Wyn1745: Tour The New Border Wall With The Chief Of The Border Patrol Rodney Scott; explaining the ROI (return on investment) the borde…
NateYoung30,2020-10-31 09:24:37,"RT @MSNBC: ""Their last hope is to essentially subvert democracy itself, because a free and fair election in which everyone participates wou…"
donnamcarson,2020-10-31 09:24:37,@daneen26 @IvankaTrump https://t.co/tGspl1sI78
ADonath1,2020-10-31 09:24:37,RT @DanielNewman: Lindsey Graham describing what Republicans Really think about Donald #Trump 😱🤭 https://t.co/8NGcyWMUxF
sparkytom43,2020-10-31 09:24:37,"RT @JackPosobiec: Trump was angry at what Keith Ellison did. Only let 250 people in. Cut his rally short in MN, then walked off stage over…"
elissamay420,2020-10-31 09:24:37,Bye 👋 latez!! That dumbass only voting for him because Biden wants to raise taxes for the rich... How about you sta… https://t.co/T8qBvkIiDm
Jessica49976877,2020-10-31 09:24:37,"RT @IngrahamAngle: Tonight behind the scenes in the battle for the Midwest. At the last minute, Minn AG ⁦@keithellison⁩ told Trump team tha…"
AndreSpells,2020-10-31 09:24:38,"RT @CRITHINKCLUB: This breaks my heart 💔
He never gives up. What a great man x"
KevinHartmann04,2020-10-31 09:24:38,"RT @charliekirk11: Would Democrat cities be boarding up businesses and preparing for riots if Joe Biden were actually up 14 points?

🤔"
Ceras55695034,2020-10-31 09:24:38,"RT @KillAuDeepState: So paedophilic incest is honorable❓

You really are Deep State Presidential material Joe❗️

Biden: ‘Nothing to‘ Hunter…"
Alliandrina,2020-10-31 09:24:38,@RadioFreeTom Off chance that Ford's story was correct- they treated her horribly by not investigating her story qu… https://t.co/yIbIdrt4hI
tail_whipper,2020-10-31 09:24:38,"@MelissaBeen4 @SenDuckworth 🐿 Trump got survival rate of covid way up.  Not one kind word for that.

The Left shrug… https://t.co/ku8yyirit1"
SmokieMtnsWendy,2020-10-31 09:24:38,"RT @yojudenz: Rally #3 - President Trump Make America Great Again Rally - Rochester, Minnesota - 6:45pm Livestream... https://t.co/UKFkVTBv…"
jcross_john,2020-10-31 09:24:38,"RT @gaye_gallops: THIS IS PATHETIC!

I CANNOT STOP LAUGHING!

A MEGAPHONE FOR A TINY GROUP!"
maroongoalie,2020-10-31 09:24:38,RT @sidrosenberg: Nice display of heart and empathy by @TuckerCarlson moments ago by refusing to pile on with the Hunter Biden personal sto…
Japan_kenpou,2020-10-31 09:24:38,"RT @realDonaldTrump: Joe Biden is a corrupt politician who has done nothing but betray you for 47 long years - selling out to lobbyists, Ch…"
FlotusSupporter,2020-10-31 09:24:38,"RT @drawandstrike: Let's not pretend Jill Biden is some innocent bystander. 

The more we find out about Hunter being used as the family ba…"
anannoguera,2020-10-31 09:24:38,"Conversación de mi madre y mi hermana:
-Oye si el árbol del té sirve para tanto, ¿no crees que puede matar al covid… https://t.co/u004kaAN71"
SevenderLiv,2020-10-31 09:24:38,"RT @TBanditcool: @ChrisBreizh1 @christine_kelly Trump fait pas la guerre mais les US sont au bord de la guerre civile.
Il protège ses front…"
ItsSongbird,2020-10-31 09:24:38,RT @jamesgfarrell: There is a chance that on Wednesday morning we are going wake up to both a second national lockdown and a second term fo…
JohnDotsonJr1,2020-10-31 09:24:38,RT @XtrSexyPatriots: Petite and sexy #MAGA Patriot @HoliHurricane has some sort of #trump item in so many pictures. There is no doubt this…
mattipaasio,2020-10-31 09:24:38,Mr. Trump’s allies saw the material as important political fodder for his re-election campaign. https://t.co/6F152woMwR
zanygray1,2020-10-31 09:24:38,RT @Frank_Schaeffer: Trump's contempt for science and masks his rushed reopening and crackpot remedies led to worst-in-the-world fatalities…
413714,2020-10-31 09:24:38,"RT @GOP: .@realDonaldTrump is committed to fighting for the Hispanic Community.
 
His policies help small businesses grow, household income…"
Glock19x,2020-10-31 09:24:38,"RT @realDonaldTrump: ...Biden’s deadly migration policies will overwhelm taxpayers and open the floodgates to terrorists, jihadists, and vi…"
nitronut128,2020-10-31 09:24:38,RT @davereaboi: Most of us won’t be happy until you’re in a cell.
LeftistKaiju,2020-10-31 09:24:38,"RT @phyllisdyllis: Anyone who says they ""cAn'T wAiT fOr PoLiTIcS tO bE bOrInG aGaIn"" under Biden/Harris is a privileged idiot who can't wai…"
McavoyMufcnurse,2020-10-31 09:24:38,The Trump family are too thick to understand about Not Poking the Bear.
QAnonsbrasil,2020-10-31 09:24:38,RT @dandannyboy1980: Hunter finger lakes!!!!
MadalynnMay25,2020-10-31 09:24:38,RT @JittPerked: Me after seeing lil wayne with trump https://t.co/TajHm0XzRt
SevenderLiv,2020-10-31 09:24:38,RT @sliman04546556: @DenisBermon @FEEMelusine2 @christine_kelly Écoute je veux bien te croire mais ça c'est les dires d'une personne anti-t…
Lynnjoh16722095,2020-10-31 09:24:39,RT @ProjectLincoln: Trump’s plan to win is to keep as many ballots from being counted as possible.
_Trumpluv,2020-10-31 09:24:39,"RT @SonOfEnos: 🤔 Could this be why Hollywood hates @realDonaldTrump?

Chinese Whistleblower says there are photos/videos of Hollywood Stars…"
PamelaLaatz1,2020-10-31 09:24:39,RT @jennycohn1: 🚨Lawyers! Democrats need immediate public records requests to every PA county re: requests by or on behalf of the Trump cam…
JacekJasinski,2020-10-31 09:24:39,RT @donwinslow: THIS IS THE TRUTH.
SandraLK7,2020-10-31 09:24:39,"RT @God4All444: Breaking: Nothing more than likely will be done, only @POTUS and #militarytribunals can restore our faith in @DOJPH their m…"
elphapower,2020-10-31 09:24:39,"@thejtlewis @JoeBiden Biden:   Hello ,  George!

Trump:   No , I’m  Donald actually

Biden:   Hello, Donald !

Trum… https://t.co/Vln9D6sooY"
Amb0306,2020-10-31 09:24:39,"RT @ScottMStedman: I'm not sure why it's not more of a story that a Guo Wengui, a Chinese national who is under investigation for financial…"
CarterFliptMe,2020-10-31 09:24:39,RT @DLoesch: Joe Biden in MN right now yelling at people to get off his lawn.
Ettan1945,2020-10-31 09:24:39,RT @realDonaldTrump: One of the most important issues is LAW &amp; ORDER. Biden stands with the rioters &amp; looters - I stand with the HEROES of…
laughingmantwit,2020-10-31 09:24:39,"RT @realDonaldTrump: “A Biden win would mean the end of Fracking in Pennsylvania, Texas, and everywhere else. Millions of jobs would be los…"
Brooks42Gc,2020-10-31 09:24:39,"RT @Real_A_R: ****NEW POLL****

Biden now leads Trump in battleground states China and Russia"
mazzenilsson,2020-10-31 09:24:39,Trump official threatened this week that Washington would carry out military action to prevent Iran’s sale of missi… https://t.co/17cjpRV9Xs
Moyer1963,2020-10-31 09:24:39,💪💪💪💪💪💪🙌🙌🙌🙌🙌🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼❤🤍💙❤🤍💙4️⃣5️⃣❤🤍💙4️⃣5️⃣❤🤍💙
marylouisepearc,2020-10-31 09:24:39,"RT @nicktolhurst: A Trump victory in 2020 would be so much worse than that in 2016.

2016 it was possible to argue Trump was a wacky TV cel…"
cookiepammy,2020-10-31 09:24:39,"RT @realDonaldTrump: Suburban Women are trending strongly to our campaign because they want SAFETY, SECURITY, and love the fact that I term…"
ExplorerMom,2020-10-31 09:24:39,"RT @AngrierWHStaff: Alright guys, gotta stop there for now. 

As long as you all do your parts and vote, next Friday will be an hour-long s…"
SEFWB,2020-10-31 09:24:39,RT @PeteButtigieg: Donald Trump is on track to be the worst jobs president since Herbert Hoover.
SevenderLiv,2020-10-31 09:24:39,RT @jkd_44: Trump le plus crédible 😉 https://t.co/6okqEDKsRS
QuantumAngelS,2020-10-31 09:24:39,"RT @TrustThePlan_: 🇺🇸 Thank You, President Trump!!! https://t.co/5FESwNJLsy"
22Americanfirst,2020-10-31 09:24:39,RT @RealJamesWoods: And name a SINGLE achievement of his during that half- century. https://t.co/begq8XN8W3
Ajaxbass2,2020-10-31 09:24:39,RT @CBS_Herridge: #Election2020 A source with direct knowledge of the FBI interview tells @CBSNews that former Hunter Biden business associ…
otto757,2020-10-31 09:24:39,RT @JGilliam_SEAL: Every @JoeBiden supporter who  reads this tweet will tilt their head back-and-forth like a little puppy who hears an eme…
joannqp,2020-10-31 09:24:39,RT @ProudSocialist: Biden is not anywhere near center-left. He is a center-right corporate extremist.
ItsTrevorKe,2020-10-31 09:24:39,"Friends in the United States do us the rest of the world one very much needed favor, RE-ELECT  President Trump.

Af… https://t.co/T3IZooFROO"
samantha_chang,2020-10-31 09:24:39,"Yesterday, I said leftists are low-information voters and the way to control them is through emotional manipulation… https://t.co/h3WVKXjFn2"
twentynutz,2020-10-31 09:24:39,RT @amuse: If Trump wins on the 3rd his victory will be a rebuke of the entire media establishment. 100% negative coverage is almost imposs…
womhoopsguru,2020-10-31 09:24:39,"RT @ddale8: Trump is saying the usual. Biden ""wants to eliminate private health care"" (no), Michigan ""went 42 years without a car plant"" (n…"
Trollbreath42,2020-10-31 09:24:39,Wrote a letter to the Biden campaign. Got an actual personal reply responding to my direct concerns. That's... pret… https://t.co/mjidnDADr9
GlendaH26016842,2020-10-31 09:24:39,"RT @DearAuntCrabby: South Florida Latin American voters may swing Florida to Trump.

Please! Everyone get out the vote! Call friends, famil…"
jobeaux79,2020-10-31 09:24:39,"RT @DFBHarvard: While Joe Biden &amp; Kamala Harris glee about reversing Trump's middle class tax cuts &amp; raising Corp taxes, two police offices…"
johnwal97336150,2020-10-31 09:24:39,@MattChorley @thetimes Joe Biden won't last out his first term.. he's senile.
dohcsmd,2020-10-31 09:24:39,"RT @JoyAnnReid: How dare you, Donald. How dare you. Doctors are risking their lives to save the people you are endangering. Try being presi…"
Max57650876,2020-10-31 09:24:39,Prime Minister of China has leaked information on a coup against the country of Russia. The only solution would be… https://t.co/rGDPS3fGda
Dauer1971,2020-10-31 09:24:39,RT @thesavvytruth: Trump 2020💙❤️🤍✝️🇺🇸 https://t.co/vlY5sErgWY
JanetETaylor2,2020-10-31 09:24:39,RT @RealJamesWoods: And name a SINGLE achievement of his during that half- century. https://t.co/begq8XN8W3
SevenderLiv,2020-10-31 09:24:39,RT @Zehub: VIDEO. Election présidentielle aux États-Unis : ce qui fera basculer le vote https://t.co/QqUUauoltp
q1q2r1r2,2020-10-31 09:24:39,"RT @RepAdamSchiff: No country has ever recorded 100,000 positive tests in a day. We’re about to. 

Hospitalizations and deaths are rising t…"
ClowesRon,2020-10-31 09:24:39,"RT @JudicialWatch: .@TomFitton: ""Big Tech &amp; Media SUPPRESSING #Biden-Burisma Scandal--They're Deceiving the Public!""

Read more at https://…"
lovings,2020-10-31 09:24:40,"Maga terrorists plow a truck into vigil mourning Kevin Peterson Jr. tonight, murdered by cops. It's their preferred… https://t.co/ZIB803kqkg"
Djackso1492,2020-10-31 09:24:40,"RT @realDonaldTrump: ...Biden’s deadly migration policies will overwhelm taxpayers and open the floodgates to terrorists, jihadists, and vi…"
BillAdams,2020-10-31 09:24:40,Just in time for an October surprise!
fireholdingfire,2020-10-31 09:24:40,RT @towntro: The enthusiasm gap between Trump &amp; Biden is the highest any of us have ever seen...yet every expert projecting a Biden win com…
P00chi7777,2020-10-31 09:24:40,"RT @restartleader: It's fascinating; anything @JoeBiden says he wants to do after the election,he's already done it!
1.Theft
2.Betrayal of…"
DidYouMissThis1,2020-10-31 09:24:40,"RT @JudicialWatch: .@TomFitton with @RudyGiuliani on the #HunterBiden &amp; Burisma's Dealings w/ China: ""Everyone knew Joe Biden was Making Mo…"
christineufukun,2020-10-31 09:24:40,RT @dbongino: The media are a joke. A laughingstock. A total clown show in every respect. An embarrassment to decent people everywhere. Thi…
ZamrzlaMike,2020-10-31 09:24:40,"RT @realDonaldTrump: Joe Biden is a corrupt politician who has done nothing but betray you for 47 long years - selling out to lobbyists, Ch…"
krazybob,2020-10-31 09:24:40,https://t.co/YmL5QY43GM
MoJamesApted,2020-10-31 09:24:40,"RT @ShibaniMahtani: This week has opened up a lot of discussion on who the true allies of HK’s pro-democracy movement are, what their inten…"
ticley,2020-10-31 09:24:40,RT @brownhk: 😒
Afl0343,2020-10-31 09:24:40,"RT @cmccbyfaith: Bikers in Jerusalem for Trump‼️

Israel 🇮🇱and America 🇺🇸stands with Trump

RT💯
@Warrior4Trump20
@debra_bonanno 
@Bluesea19…"
SevenderLiv,2020-10-31 09:24:40,"RT @JawadAbdou: Difficulté pour les démocrates d’accepter une critique de Joe Biden. L’opposition à Trump, totalement justifiée, a émoussé…"
CalvinW67546404,2020-10-31 09:24:40,RT @jennycohn1: 🚨Lawyers! Democrats need immediate public records requests to every PA county re: requests by or on behalf of the Trump cam…
ChadwickWiz,2020-10-31 09:24:40,RT @EricMMatheny: Joe Biden is either running because his wife is making him or he’s hoping the power of the Office will keep his family ou…
MiguelSanz2m,2020-10-31 09:24:40,"RT @realDonaldTrump: President Obama used to say that “if you wanted to see something really screwed up, give it to Joe Biden to do.” In fa…"
valerielloyd16,2020-10-31 09:24:40,😂
srem60,2020-10-31 09:24:40,"RT @thebradfordfile: Tucker Carlson is dismantling the wholesale coverup by American ""journalists"" for Joe Biden."
wbeans,2020-10-31 09:24:40,😂😂😂😂😂
Raffless_it,2020-10-31 09:24:40,RT @Godivaciones: Es sabido que no me gusta Trump. NADA. Pero no está arruinando al país. El PIB del tercer trimestre ha rebotado alrededor…
Shekel1117,2020-10-31 09:24:40,RT @amvetsupport: There is nothing this asshole trump won’t lie about and no one he won’t insult. First our military (suckers snd losers).…
AusEAus,2020-10-31 09:24:40,"RT @donwinslow: 62 million people voted for this POS.

62 MILLION people."
Anthony53073419,2020-10-31 09:24:40,RT @dbongino: THIS 🚨 https://t.co/00neq81wWs
SevenderLiv,2020-10-31 09:24:40,"RT @ADv_in21: @mchristine55 @MFerandou à lire, que l'on soit religieux ou pas, ou qu'on apprécie Trump ou pas.  https://t.co/elNNthYbBA"
johnvdenley,2020-10-31 09:24:40,@UhOhApocalypse @WhatMyWifeYells @Moderateleft @ddale8 I keep finding myself talking about trump supporters (and co… https://t.co/0kd2yf5CAN
